#Chrom	Start	End	gene	Strand
chr8	131308778	131308779	ASAP1.IT1	-
chr8	132052834	132052835	ADCY8	-
chr8	132916358	132916359	EFR3A	+
chr8	133071626	133071627	OC90	-
chr8	133117511	133117512	HHLA1	-
chr8	133493003	133493004	KCNQ3	-
chr8	133573725	133573726	HPYR1	-
chr8	133687812	133687813	LRRC6	-
chr8	133772913	133772914	TMEM71	-
chr8	133787603	133787604	PHF20L1	+
chr8	133879204	133879205	TG	+
chr8	134115309	134115310	SLA	-
chr8	134203311	134203312	WISP1	+
chr8	134309546	134309547	NDRG1	-
chr8	134584182	134584183	ST3GAL1	-
chr8	134584103	134584104	Unk..100129104	+
chr8	134696235	134696236	Unk..100507162	-
chr8	135725291	135725292	ZFAT	-
chr8	135610313	135610314	ZFAT.AS1	+
chr8	135812849	135812850	MIR30B	-
chr8	135817187	135817188	MIR30D	-
chr8	136246373	136246374	LINC01591	+
chr8	136469715	136469716	KHDRBS3	+
chr8	136659977	136659978	Unk..100507185	+
chr8	139095787	139095788	LOC401478	-
chr8	139509064	139509065	FAM135B	-
chr8	139926235	139926236	COL22A1	-
chr8	140715298	140715299	KCNK9	-
chr8	141468677	141468678	TRAPPC9	-
chr8	140943415	140943416	C8orf17	+
chr8	141046058	141046059	Unk..100131910	-
chr8	141107741	141107742	Unk..100507278	-
chr8	141521400	141521401	CHRAC1	+
chr8	141645645	141645646	AGO2	-
chr8	142011331	142011332	PTK2	-
chr8	141742751	141742752	MIR151A	-
chr8	142138719	142138720	DENND3	+
chr8	142238672	142238673	SLC45A4	-
chr8	142350647	142350648	LINC01300	+
chr8	142377364	142377365	GPR20	-
chr8	142432006	142432007	PTP4A3	+
chr8	142517329	142517330	MROH5	-
chr8	142867673	142867674	MIR1302.7	-
chr8	143279716	143279717	LINC00051	+
chr8	143484542	143484543	TSNARE1	-
chr8	143545376	143545377	ADGRB1	+
chr8	143695832	143695833	ARC	-
chr8	143751400	143751401	JRK	-
chr8	143751725	143751726	PSCA	+
chr8	143781528	143781529	LY6K	+
chr8	143808390	143808391	LOC100288181	-
chr8	143808620	143808621	THEM6	+
chr8	143823828	143823829	SLURP1	-
chr8	143833951	143833952	LYPD2	-
chr8	143859639	143859640	LYNX1	-
chr8	143868007	143868008	LY6D	-
chr8	143887557	143887558	Unk..100288207	-
chr8	143916216	143916217	GML	+
chr8	143961235	143961236	CYP11B1	-
chr8	143999258	143999259	CYP11B2	-
chr8	144099806	144099807	LY6E.DT	-
chr8	144099901	144099902	LY6E	+
chr8	144120678	144120679	C8orf31	+
chr8	144242052	144242053	LY6H	-
chr8	144295067	144295068	GPIHBP1	+
chr8	144329108	144329109	ZFP41	+
chr8	144349606	144349607	GLI4	+
chr8	144363859	144363860	MINCR	-
chr8	144373558	144373559	ZNF696	+
chr8	144417049	144417050	TOP1MT	-
chr8	144450804	144450805	RHPN1.AS1	-
chr8	144451024	144451025	RHPN1	+
chr8	144511260	144511261	Unk..100507344	-
chr8	144512575	144512576	MAFA	-
chr8	144623619	144623620	ZC3H3	-
chr8	144635556	144635557	GSDMD	+
chr8	144654927	144654928	MROH6	-
chr8	144660512	144660513	NAPRT	-
chr8	144679844	144679845	EEF1D	-
chr8	144680073	144680074	TIGD5	+
chr8	144691783	144691784	PYCR3	-
chr8	144699731	144699732	TSTA3	-
chr8	144718372	144718373	ZNF623	+
chr8	144766621	144766622	ZNF707	+
chr8	144779284	144779285	BREA2	+
chr8	144790278	144790279	CCDC166	-
chr8	144798506	144798507	MAPK15	+
chr8	144815913	144815914	FAM83H	-
chr8	144816309	144816310	FAM83H.AS1	+
chr8	144853299	144853300	IQANK1	+
chr8	144897548	144897549	SCRIB	-
chr8	144895211	144895212	MIR937	-
chr8	144911536	144911537	PUF60	-
chr8	144923145	144923146	NRBP2	-
chr8	144947433	144947434	EPPK1	-
chr8	145050912	145050913	PLEC	-
chr8	145019446	145019447	MIR661	-
chr8	145060634	145060635	PARP10	-
chr8	145064225	145064226	GRINA	+
chr8	145086581	145086582	SPATC1	+
chr8	145104022	145104023	SMPD5	+
chr8	145115583	145115584	OPLAH	-
chr8	145133521	145133522	EXOSC4	+
chr8	145137523	145137524	GPAA1	+
chr8	145149959	145149960	CYC1	+
chr8	145151942	145151943	Unk..100507382	-
chr8	145159139	145159140	SHARPIN	-
chr8	145159304	145159305	MAF1	+
chr8	145162628	145162629	WDR97	+
chr8	145192671	145192672	HGH1	+
chr8	145202918	145202919	MROH1	+
chr8	145321516	145321517	SCX	+
chr8	145437885	145437886	Unk..728071	+
chr8	145448754	145448755	Unk..377711	+
chr8	145462717	145462718	Unk..100507349	+
chr8	145515119	145515120	BOP1	-
chr8	145490602	145490603	Unk..100129885	+
chr8	145515269	145515270	HSF1	+
chr8	145550566	145550567	DGAT1	-
chr8	145559942	145559943	SCRT1	-
chr8	145578504	145578505	TMEM249	-
chr8	145582131	145582132	FBXL6	-
chr8	145582224	145582225	SLC52A2	+
chr8	145597730	145597731	ADCK5	+
chr8	145634732	145634733	CPSF1	-
chr8	145619444	145619445	MIR939	-
chr8	145625558	145625559	MIR1234	-
chr8	145642272	145642273	SLC39A4	-
chr8	145653926	145653927	VPS28	-
chr8	145669811	145669812	TONSL	-
chr8	145691030	145691031	CYHR1	-
chr8	145691737	145691738	KIFC2	+
chr8	145701717	145701718	FOXH1	-
chr8	145722730	145722731	Unk..100507333	-
chr8	145722108	145722109	PPP1R16A	+
chr8	145729464	145729465	GPT	+
chr8	145734551	145734552	MFSD3	+
chr8	145743209	145743210	RECQL4	-
chr8	145743390	145743391	LRRC14	+
chr8	145752415	145752416	LRRC24	-
chr8	145754457	145754458	C8orf82	-
chr8	145838890	145838891	ARHGAP39	-
chr8	145980969	145980970	ZNF251	-
chr8	146012724	146012725	ZNF34	-
chr8	146017804	146017805	RPL8	-
chr8	146024260	146024261	ZNF517	+
chr8	146052424	146052425	LOC100130027	-
chr8	146046148	146046149	Unk..100129596	-
chr8	146052902	146052903	ZNF7	+
chr8	146067101	146067102	Unk..100507418	-
chr8	146078931	146078932	COMMD5	-
chr8	146126845	146126846	ZNF250	-
chr8	146176273	146176274	ZNF16	-
chr8	146228284	146228285	ZNF252P	-
chr8	146220250	146220251	TMED10P1	+
chr8	146228196	146228197	ZNF252P.AS1	+
chr8	146277823	146277824	C8orf33	+
chr9	29738	29739	WASHC1	-
chr9	30143	30144	MIR1302.9	+
chr9	35863	35864	FAM138C	-
chr9	93334	93335	Unk..100287382	-
chr9	118416	118417	FOXD4	-
chr9	179074	179075	CBWD1	-
chr9	168876	168877	Unk..642313	+
chr9	215892	215893	C9orf66	-
chr9	214864	214865	DOCK8	+
chr9	504702	504703	KANK1	+
chr9	540551	540552	Unk..100505905	+
chr9	841689	841690	DMRT1	+
chr9	976963	976964	DMRT3	+
chr9	1050345	1050346	DMRT2	+
chr9	2015341	2015342	SMARCA2	+
chr9	2622372	2622373	VLDLR.AS1	-
chr9	2621792	2621793	VLDLR	+
chr9	2717525	2717526	KCNV2	+
chr9	2735371	2735372	Unk..100506017	-
chr9	2844129	2844130	PUM3	-
chr9	3525982	3525983	RFX3	-
chr9	3465054	3465055	Unk..751816	+
chr9	4300034	4300035	GLIS3	-
chr9	3898645	3898646	GLIS3.AS1	+
chr9	4294223	4294224	Unk..100287493	+
chr9	4490426	4490427	SLC1A1	+
chr9	4666673	4666674	SPATA6L	-
chr9	4662297	4662298	PLPP6	+
chr9	4679565	4679566	CDC37L1	+
chr9	4741226	4741227	AK3	-
chr9	4792833	4792834	RCL1	+
chr9	4850296	4850297	MIR101.2	+
chr9	4985244	4985245	JAK2	+
chr9	5185617	5185618	INSL6	-
chr9	5231418	5231419	INSL4	+
chr9	5304579	5304580	RLN2	-
chr9	5339872	5339873	RLN1	-
chr9	5437859	5437860	PLGRKT	-
chr9	5450502	5450503	CD274	+
chr9	5510544	5510545	PDCD1LG2	+
chr9	5629326	5629327	RIC1	+
chr9	5833080	5833081	ERMP1	-
chr9	5890908	5890909	MLANA	+
chr9	6008002	6008003	KIAA2026	-
chr9	6015639	6015640	RANBP6	-
chr9	6047359	6047360	Unk..100506189	+
chr9	6241677	6241678	IL33	+
chr9	6328348	6328349	TPD52L3	+
chr9	6413150	6413151	UHRF2	+
chr9	6470374	6470375	Unk..29044	-
chr9	6645691	6645692	GLDC	-
chr9	6645899	6645900	Unk..100287623	+
chr9	6720862	6720863	KDM4C	+
chr9	7799798	7799799	DMAC1	-
chr9	10612722	10612723	PTPRD	-
chr9	8858133	8858134	Unk..100506247	+
chr9	12693385	12693386	TYRP1	+
chr9	12814371	12814372	Unk..100506267	-
chr9	12775011	12775012	LURAP1L	+
chr9	13250364	13250365	MPDZ	-
chr9	13431327	13431328	LINC01235	-
chr9	13441256	13441257	Unk..100506304	+
chr9	14398981	14398982	NFIB	-
chr9	14693479	14693480	ZDHHC21	-
chr9	14722714	14722715	CER1	-
chr9	14910992	14910993	FREM1	-
chr9	14993324	14993325	LOC389705	+
chr9	15307357	15307358	TTC39B	-
chr9	15422781	15422782	SNAPC3	+
chr9	15511002	15511003	PSIP1	-
chr9	15553096	15553097	CCDC171	+
chr9	15888034	15888035	Unk..100506331	+
chr9	16870785	16870786	BNC2	-
chr9	16527702	16527703	Unk..158295	-
chr9	16787432	16787433	Unk..648570	-
chr9	17135037	17135038	CNTLN	+
chr9	17578952	17578953	SH3GL2	+
chr9	18474103	18474104	ADAMTSL1	+
chr9	18573303	18573304	MIR3152	+
chr9	19033255	19033256	SAXO1	-
chr9	19049371	19049372	RRAGA	+
chr9	19102901	19102902	HAUS6	-
chr9	19063783	19063784	SCARNA8	-
chr9	19127572	19127573	PLIN2	-
chr9	19290748	19290749	DENND4C	+
chr9	19380234	19380235	RPS6	-
chr9	19408924	19408925	ACER2	+
chr9	19463386	19463387	MAP1LC3BP1	-
chr9	19788590	19788591	SLC24A2	-
chr9	20622513	20622514	MLLT3	-
chr9	20658308	20658309	FOCAD	+
chr9	20716103	20716104	MIR491	+
chr9	21031634	21031635	HACD4	-
chr9	21077942	21077943	IFNB1	-
chr9	21142143	21142144	IFNW1	-
chr9	21166658	21166659	IFNA21	-
chr9	21187597	21187598	IFNA4	-
chr9	21202203	21202204	IFNA7	-
chr9	21207141	21207142	IFNA10	-
chr9	21217309	21217310	IFNA16	-
chr9	21228220	21228221	IFNA17	-
chr9	21239977	21239978	IFNA14	-
chr9	21305311	21305312	IFNA5	-
chr9	21335428	21335429	KLHL9	-
chr9	21350885	21350886	IFNA6	-
chr9	21368074	21368075	IFNA13	-
chr9	21385395	21385396	IFNA2	-
chr9	21409145	21409146	IFNA8	+
chr9	21440439	21440440	IFNA1	+
chr9	21559696	21559697	MIR31HG	-
chr9	21482311	21482312	IFNE	-
chr9	21512183	21512184	MIR31	-
chr9	21802634	21802635	MTAP	+
chr9	21967137	21967138	CDKN2A.AS1	+
chr9	21994489	21994490	CDKN2A	-
chr9	21994789	21994790	CDKN2B.AS1	+
chr9	22009311	22009312	CDKN2B	-
chr9	22446839	22446840	DMRTA1	+
chr9	23826062	23826063	ELAVL2	-
chr9	25678855	25678856	TUSC1	-
chr9	26066672	26066673	LOC100506422	+
chr9	26892825	26892826	CAAP1	-
chr9	26947467	26947468	PLAA	-
chr9	26947036	26947037	IFT74	+
chr9	27005690	27005691	LRRC19	-
chr9	27109146	27109147	TEK	+
chr9	27282790	27282791	LINC00032	-
chr9	27297136	27297137	EQTN	-
chr9	27529849	27529850	MOB3B	-
chr9	27524311	27524312	IFNK	+
chr9	27573841	27573842	C9orf72	-
chr9	28719302	28719303	LINGO2	-
chr9	28863703	28863704	MIR876	-
chr9	28888952	28888953	MIR873	-
chr9	32384600	32384601	ACO1	+
chr9	32526321	32526322	DDX58	-
chr9	32552621	32552622	TOPORS	-
chr9	32551141	32551142	SMIM27	+
chr9	32573181	32573182	NDUFB6	-
chr9	32635666	32635667	TAF1L	-
chr9	32783496	32783497	TMEM215	+
chr9	33001625	33001626	APTX	-
chr9	33025208	33025209	DNAJA1	+
chr9	33076713	33076714	SMU1	-
chr9	33167355	33167356	B4GALT1	-
chr9	33240195	33240196	SPINK4	+
chr9	33264758	33264759	BAG1	-
chr9	33264876	33264877	CHMP5	+
chr9	33290417	33290418	NFX1	+
chr9	33402516	33402517	AQP7	-
chr9	33447589	33447590	AQP3	-
chr9	33473940	33473941	NOL6	-
chr9	33511163	33511164	SUGT1P1	-
chr9	33523926	33523927	ANKRD18B	+
chr9	33624222	33624223	ANXA2P2	+
chr9	33677417	33677418	PTENP1	-
chr9	33750514	33750515	PRSS3	+
chr9	33817181	33817182	UBE2R2	+
chr9	34048946	34048947	UBAP2	-
chr9	33934285	33934286	Unk..100113385	+
chr9	33952851	33952852	SNORD121A	-
chr9	34126770	34126771	DCAF12	-
chr9	34179002	34179003	UBAP1	+
chr9	34186105	34186106	LOC114224	+
chr9	34329197	34329198	KIF24	-
chr9	34329503	34329504	NUDT2	+
chr9	34376893	34376894	MYORG	-
chr9	34397848	34397849	C9orf24	-
chr9	34458567	34458568	FAM219A	-
chr9	34458810	34458811	DNAI1	+
chr9	34523036	34523037	ENHO	-
chr9	34589721	34589722	CNTFR	-
chr9	34568009	34568010	CNTFR.AS1	+
chr9	34612100	34612101	RPP25L	-
chr9	34620495	34620496	DCTN3	-
chr9	34628010	34628011	ARID3C	-
chr9	34637767	34637768	SIGMAR1	-
chr9	34646634	34646635	GALT	+
chr9	34652181	34652182	IL11RA	+
chr9	34662688	34662689	CCL27	-
chr9	34666045	34666046	LOC730098	-
chr9	34691273	34691274	CCL19	-
chr9	34710146	34710147	CCL21	-
chr9	34729534	34729535	FAM205A	-
chr9	34838582	34838583	FAM205BP	-
chr9	34958191	34958192	PHF24	+
chr9	34989724	34989725	DNAJB5	+
chr9	35041101	35041102	C9orf131	+
chr9	35043218	35043219	Unk..100506592	-
chr9	35072738	35072739	VCP	-
chr9	35080012	35080013	FANCG	-
chr9	35096578	35096579	PIGO	-
chr9	35103153	35103154	STOML2	-
chr9	35115892	35115893	FAM214B	-
chr9	35161988	35161989	UNC13B	+
chr9	35406751	35406752	ATP8B5P	+
chr9	35490006	35490007	RUSC2	+
chr9	35563895	35563896	FAM166B	-
chr9	35605280	35605281	TESK1	+
chr9	35618423	35618424	CD72	-
chr9	35650946	35650947	SIT1	-
chr9	35658014	35658015	RMRP	-
chr9	35658310	35658311	CCDC107	+
chr9	35665277	35665278	ARHGEF39	-
chr9	35673914	35673915	CA9	+
chr9	35690052	35690053	TPM2	-
chr9	35732391	35732392	TLN1	-
chr9	35732316	35732317	CREB3	+
chr9	35749224	35749225	GBA2	-
chr9	35749276	35749277	RGP1	+
chr9	35754271	35754272	MSMP	-
chr9	35792405	35792406	NPR2	+
chr9	35812258	35812259	SPAG8	-
chr9	35815041	35815042	HINT2	-
chr9	35828743	35828744	FAM221B	-
chr9	35829221	35829222	TMEM8B	+
chr9	35860270	35860271	LINC00950	+
chr9	35870397	35870398	OR13J1	-
chr9	35906188	35906189	HRCT1	+
chr9	35909479	35909480	SPAAR	+
chr9	35958150	35958151	OR2S2	-
chr9	36036909	36036910	RECK	+
chr9	36136741	36136742	GLIPR2	+
chr9	36169388	36169389	CCIN	+
chr9	36190852	36190853	CLTA	+
chr9	36277052	36277053	GNE	-
chr9	36304920	36304921	HMGB3P24	-
chr9	36401194	36401195	RNF38	-
chr9	36572904	36572905	MELK	+
chr9	37034475	37034476	PAX5	-
chr9	37036062	37036063	Unk..100130458	+
chr9	37079844	37079845	EBLN3P	+
chr9	37120468	37120469	ZCCHC7	+
chr9	37422706	37422707	GRHPR	+
chr9	37465406	37465407	ZBTB5	-
chr9	37485944	37485945	POLR1E	+
chr9	37508101	37508102	Unk..100506760	+
chr9	37576249	37576250	FBXO10	-
chr9	37592635	37592636	TOMM5	-
chr9	37651051	37651052	FRMPD1	+
chr9	37753801	37753802	TRMT10B	+
chr9	37785066	37785067	EXOSC3	-
chr9	37789452	37789453	MIR3159	+
chr9	37800789	37800790	DCAF10	+
chr9	37904349	37904350	SLC25A51	-
chr9	38069209	38069210	SHB	-
chr9	38392701	38392702	ALDH1B1	+
chr9	38424443	38424444	IGFBPL1	-
chr9	38527093	38527094	FAM220BP	+
chr9	38545368	38545369	FAM95C	-
chr9	38620359	38620360	ANKRD18A	-
chr9	38621084	38621085	FAM201A	+
chr9	39288299	39288300	CNTNAP3	-
chr9	39355698	39355699	SPATA31A1	+
chr9	39464525	39464526	Unk..653501	-
chr9	39884974	39884975	Unk..642265	+
chr9	39900199	39900200	FAM74A1	+
chr9	40291721	40291722	Unk..642373	+
chr9	40700290	40700291	SPATA31A3	+
chr9	40715523	40715524	FAM74A3	+
chr9	40792111	40792112	ZNF658	-
chr9	41312130	41312131	Unk..653114	-
chr9	41327376	41327377	Unk..642629	-
chr9	41500678	41500679	SPATA31A5	+
chr9	41514098	41514099	LOC100506103	-
chr9	41592206	41592207	ZNF658B	-
chr9	41955075	41955076	GLIDR	-
chr9	42019583	42019584	FGF7P3	-
chr9	42018874	42018875	LOC554249	+
chr9	42366814	42366815	Unk..100289006	-
chr9	42368302	42368303	ANKRD20A2	+
chr9	42468588	42468589	FAM95B1	+
chr9	42671900	42671901	Unk..728013	+
chr9	42674388	42674389	Unk..100506607	+
chr9	42717233	42717234	Unk..100036519	+
chr9	42748527	42748528	Unk..100133034	+
chr9	42810590	42810591	BMS1P14	+
chr9	42858151	42858152	AQP7P3	+
chr9	43133543	43133544	ANKRD20A3	-
chr9	43134810	43134811	Unk..100289528	+
chr9	43145483	43145484	LOC642929	-
chr9	43630729	43630730	SPATA31A6	-
chr9	43684884	43684885	CNTNAP3B	+
chr9	44022017	44022018	Unk..644587	-
chr9	44991060	44991061	Unk..100505781	-
chr9	44990235	44990236	FAM27C	+
chr9	44998766	44998767	Unk..100287241	-
chr9	44998146	44998147	Unk..100132439	+
chr9	45362431	45362432	Unk..728297	+
chr9	45727028	45727029	Unk..548321	+
chr9	45733587	45733588	FAM27E2	+
chr9	46114038	46114039	Unk..100287368	-
chr9	46335986	46335987	Unk..100507284	+
chr9	46387001	46387002	Unk..100287333	-
chr9	46390276	46390277	Unk..100287410	+
chr9	46687565	46687566	FGF7P6	+
chr9	46844325	46844326	Unk..100126582	-
chr9	65494385	65494386	FAM74A4	-
chr9	65509609	65509610	SPATA31A7	-
chr9	66369454	66369455	Unk..100132939	-
chr9	66458013	66458014	Unk..100287759	-
chr9	66457288	66457289	Unk..100505956	+
chr9	66494191	66494192	LOC100132249	-
chr9	66494268	66494269	PTGER4P2.CDK2AP2P2	+
chr9	66553876	66553877	LOC403323	-
chr9	66553639	66553640	Unk..100506146	-
chr9	67032071	67032072	LOC286297	-
chr9	67289491	67289492	AQP7P1	-
chr9	67290084	67290085	Unk..100506095	+
chr9	67786907	67786908	FAM27E3	-
chr9	67785633	67785634	Unk..100506845	+
chr9	67794188	67794189	FAM27B	-
chr9	67793359	67793360	Unk..100132859	+
chr9	67925209	67925210	Unk..100287110	-
chr9	67926760	67926761	ANKRD20A1	+
chr9	68454374	68454375	FRG1JP	-
chr9	68726540	68726541	FRG1HP	+
chr9	69002320	69002321	MIR1299	-
chr9	69074217	69074218	Unk..100507370	-
chr9	69147853	69147854	PGM5P2	-
chr9	69080759	69080760	Unk..100507302	+
chr9	69181040	69181041	LOC440896	-
chr9	69202203	69202204	FOXD4L6	-
chr9	69262592	69262593	CBWD6	-
chr9	69380713	69380714	Unk..100288676	-
chr9	69381980	69381981	ANKRD20A4	+
chr9	70085283	70085284	BMS1P12	-
chr9	70146160	70146161	Unk..644704	-
chr9	70178814	70178815	FOXD4L5	-
chr9	70214811	70214812	Unk..100507355	-
chr9	70217472	70217473	CBWD4P	-
chr9	70396638	70396639	Unk..100132426	-
chr9	70429730	70429731	FOXD4L4	-
chr9	70490170	70490171	CBWD5	-
chr9	70856838	70856839	CBWD3	+
chr9	70866571	70866572	Unk..440839	-
chr9	70917782	70917783	FOXD4L3	+
chr9	70972756	70972757	PGM5.AS1	-
chr9	70971814	70971815	PGM5	+
chr9	71155782	71155783	TMEM252	-
chr9	71320615	71320616	PIP5K1B	+
chr9	71394963	71394964	FAM122A	+
chr9	71629038	71629039	PRKACG	-
chr9	71650478	71650479	FXN	+
chr9	71736223	71736224	TJP2	+
chr9	71939487	71939488	FAM189A2	+
chr9	72287274	72287275	APBA1	-
chr9	72374875	72374876	PTAR1	-
chr9	72435627	72435628	C9orf135.AS1	-
chr9	72435730	72435731	C9orf135	+
chr9	72658496	72658497	MAMDC2	+
chr9	72790803	72790804	MAMDC2.AS1	-
chr9	72873781	72873782	SMC5.AS1	-
chr9	72873877	72873878	SMC5	+
chr9	73029572	73029573	KLF9	-
chr9	73132268	73132269	Unk..100507400	+
chr9	73736513	73736514	TRPM3	-
chr9	73424999	73425000	MIR204	-
chr9	74383799	74383800	TMEM2	-
chr9	74526147	74526148	ABHD17B	-
chr9	74526422	74526423	C9orf85	+
chr9	74675520	74675521	C9orf57	-
chr9	74764292	74764293	GDA	+
chr9	74920327	74920328	LINC01504	+
chr9	74980162	74980163	ZFAND5	-
chr9	75136716	75136717	TMC1	+
chr9	75567968	75567969	ALDH1A1	-
chr9	75766780	75766781	ANXA1	+
chr9	77112251	77112252	RORB	+
chr9	77503009	77503010	TRPM6	-
chr9	77567801	77567802	C9orf40	-
chr9	77643309	77643310	CARNMT1	-
chr9	77703132	77703133	NMRK1	-
chr9	77703397	77703398	OSTF1	+
chr9	78505559	78505560	PCSK5	+
chr9	79009443	79009444	RFK	-
chr9	79013514	79013515	RPSAP9	+
chr9	79056581	79056582	GCNT1	+
chr9	79521002	79521003	PRUNE2	-
chr9	79379353	79379354	PCA3	+
chr9	79634570	79634571	FOXB2	+
chr9	79792832	79792833	VPS13A.AS1	-
chr9	79792360	79792361	VPS13A	+
chr9	80263231	80263232	GNA14	-
chr9	80646191	80646192	GNAQ	-
chr9	80850990	80850991	CEP78	+
chr9	80912058	80912059	PSAT1	+
chr9	82147226	82147227	Unk..100506414	-
chr9	82186877	82186878	TLE4	+
chr9	84303595	84303596	TLE1	-
chr9	84528351	84528352	SPATA31D5P	+
chr9	84543342	84543343	SPATA31D4	+
chr9	84558414	84558415	SPATA31D3	+
chr9	84603686	84603687	SPATA31D1	+
chr9	84678596	84678597	SPATA31B1P	-
chr9	85678042	85678043	RASEF	-
chr9	85834226	85834227	Unk..100506605	+
chr9	86153347	86153348	FRMD3	-
chr9	86238032	86238033	IDNK	+
chr9	86323167	86323168	UBQLN1	-
chr9	86432751	86432752	GKAP1	-
chr9	86536341	86536342	KIF27	-
chr9	86571662	86571663	C9orf64	-
chr9	86595568	86595569	HNRNPK	-
chr9	86584771	86584772	MIR7.1	-
chr9	86595636	86595637	RMI1	+
chr9	86983412	86983413	SLC28A3	-
chr9	87283465	87283466	NTRK2	+
chr9	88152660	88152661	Unk..100506741	+
chr9	88356943	88356944	AGTPBP1	-
chr9	88420916	88420917	LOC389765	+
chr9	88556056	88556057	NAA35	+
chr9	88715115	88715116	GOLM1	-
chr9	88874518	88874519	C9orf153	-
chr9	88897489	88897490	ISCA1	-
chr9	88969401	88969402	ZCCHC6	-
chr9	89562103	89562104	GAS1	-
chr9	89562800	89562801	GAS1RR	+
chr9	89657040	89657041	LOC440173	-
chr9	89763558	89763559	C9orf170	+
chr9	90112755	90112756	DAPK1	+
chr9	90168368	90168369	DAPK1.IT1	+
chr9	90340973	90340974	CTSL	+
chr9	90387829	90387830	CTSL3P	+
chr9	90459659	90459660	CTSLP8	+
chr9	90475029	90475030	LOC392364	-
chr9	90479080	90479081	Unk..100506912	+
chr9	90497771	90497772	SPATA31E1	+
chr9	90532876	90532877	SPATA31C1	+
chr9	90589694	90589695	CDK20	-
chr9	90749899	90749900	SPATA31C2	-
chr9	91003296	91003297	SPIN1	+
chr9	91150015	91150016	NXNL2	+
chr9	91267074	91267075	LOC286238	-
chr9	91360819	91360820	MIR4289	-
chr9	91605777	91605778	C9orf47	+
chr9	91606361	91606362	S1PR3	+
chr9	91793681	91793682	SHC3	-
chr9	91724212	91724213	Unk..100507009	-
chr9	91926112	91926113	CKS2	+
chr9	91927139	91927140	MIR3153	+
chr9	91933411	91933412	SECISBP2	+
chr9	92094610	92094611	SEMA4D	-
chr9	92219926	92219927	GADD45G	+
chr9	92254697	92254698	UNQ6494	+
chr9	92785816	92785817	MIR4290	-
chr9	93345027	93345028	LINC01501	-
chr9	93405107	93405108	DIRAS2	-
chr9	93564011	93564012	SYK	+
chr9	93837413	93837414	LOC100129316	-
chr9	93868869	93868870	LOC100507103	-
chr9	93925539	93925540	Unk..100128909	-
chr9	93972588	93972589	Unk..100507137	-
chr9	94124205	94124206	AUH	-
chr9	94186143	94186144	NFIL3	-
chr9	94712443	94712444	ROR2	-
chr9	94877689	94877690	SPTLC1	-
chr9	94895115	94895116	LOC100128076	+
chr9	94903748	94903749	LINC00475	+
chr9	94909873	94909874	Unk..100507197	+
chr9	94952857	94952858	PRSS47	-
chr9	95056037	95056038	IARS	-
chr9	95054874	95054875	SNORA84	-
chr9	95087875	95087876	NOL8	-
chr9	95087740	95087741	CENPP	+
chr9	95166936	95166937	OGN	-
chr9	95186835	95186836	OMD	-
chr9	95244843	95244844	ASPN	-
chr9	95298251	95298252	ECM2	-
chr9	95432546	95432547	IPPK	-
chr9	95380331	95380332	LOC100128361	+
chr9	95527082	95527083	BICD2	-
chr9	95571892	95571893	ANKRD19P	+
chr9	95640289	95640290	ZNF484	-
chr9	95709600	95709601	FGD3	+
chr9	95820988	95820989	SUSD3	+
chr9	95858449	95858450	CARD19	+
chr9	95896569	95896570	NINJ1	-
chr9	95947211	95947212	WNK2	+
chr9	96108695	96108696	C9orf129	-
chr9	96215873	96215874	FAM120AOS	-
chr9	96214172	96214173	FAM120A	+
chr9	96338908	96338909	PHF2	+
chr9	96581638	96581639	MIR4291	+
chr9	96717607	96717608	BARX1	-
chr9	96793075	96793076	PTPDC1	+
chr9	96938238	96938239	MIRLET7A1	+
chr9	96938628	96938629	MIRLET7F1	+
chr9	96941115	96941116	MIRLET7D	+
chr9	97021577	97021578	ZNF169	+
chr9	97090925	97090926	NUTM2F	-
chr9	97094757	97094758	LOC100132077	+
chr9	97109844	97109845	LOC728026	-
chr9	97136832	97136833	MFSD14B	+
chr9	97356074	97356075	FBP2	-
chr9	97402530	97402531	FBP1	-
chr9	97488885	97488886	C9orf3	+
chr9	97572243	97572244	MIR2278	+
chr9	97631799	97631800	Unk..100507332	+
chr9	97780968	97780969	Unk..100507319	+
chr9	97847489	97847490	MIR23B	+
chr9	97847726	97847727	MIR27B	+
chr9	97848375	97848376	MIR3074	-
chr9	97848302	97848303	MIR24.1	+
chr9	98079990	98079991	FANCC	-
chr9	98279246	98279247	PTCH1	-
chr9	98225890	98225891	LOC100507346	+
chr9	98532605	98532606	Unk..100506667	+
chr9	98638258	98638259	LINC00476	-
chr9	98637899	98637900	ERCC6L2	+
chr9	98784036	98784037	LINC00092	-
chr9	98828120	98828121	LOC158435	+
chr9	99064433	99064434	HSD17B3	-
chr9	99145991	99145992	SLC35D2	-
chr9	99180668	99180669	ZNF367	-
chr9	99212413	99212414	HABP4	+
chr9	99382111	99382112	CDC14B	-
chr9	99277942	99277943	Unk..100507364	-
chr9	99417598	99417599	AAED1	-
chr9	99488102	99488103	LOC441455	+
chr9	99540327	99540328	ZNF510	-
chr9	99616388	99616389	ZNF782	-
chr9	99619551	99619552	LOC100132781	+
chr9	99671356	99671357	LOC441454	+
chr9	99691285	99691286	NUTM2G	+
chr9	99775861	99775862	MFSD14C	-
chr9	99801538	99801539	CTSV	-
chr9	99844226	99844227	GAS2L1P2	-
chr9	99961909	99961910	ZNF322P1	-
